,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
239,Brave men and woman saving lives. hope the woman is ok!,It's a woman being saved from a fire.  She is in bad shape.  Very negative,['thankfulness'],Brave men and woman saving lives. hope the woman is ok! Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It's a woman being saved from a fire.  She is in bad shape.  Very negative
240,I hope this resume victim is ok and survives.  This is a dangerous situation.,Firefighters trying to rush to escape with victim,['thankfulness'],I hope this resume victim is ok and survives.  This is a dangerous situation. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters trying to rush to escape with victim
241,I feel relief this person was rescued. I hope they're okay.,I hope this person is alive and will get better with the right care,['thankfulness'],I feel relief this person was rescued. I hope they're okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I hope this person is alive and will get better with the right care
242,I hope everyone got out ok.,Fire accident and protection force,['thankfulness'],I hope everyone got out ok. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Fire accident and protection force
243,I feel very alarmed and disturbed.,Bless our firemen/women,['thankfulness'],I feel very alarmed and disturbed. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Bless our firemen/women
244,"The fire fighter want to save someone, wishing",The fireman might just have saved that woman.,['thankfulness'],"The fire fighter want to save someone, wishing Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The fireman might just have saved that woman.
245,"what heroic men, rescuing that women from a fire.  I hope they saved her life.",This person suffered from a seizure but will recover.,['thankfulness'],"what heroic men, rescuing that women from a fire.  I hope they saved her life. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This person suffered from a seizure but will recover.
246,Oh no.  Horrible.,Horror at the fire . Amazed they rescued them,['thankfulness'],Oh no.  Horrible. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Horror at the fire . Amazed they rescued them
247,how brave.  I hopt the man being rescued is okay.,Maybe that person that is being carried out is still alive and just passed out.,['thankfulness'],how brave.  I hopt the man being rescued is okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Maybe that person that is being carried out is still alive and just passed out.
248,"that's really a shame, i'm glad they are trying to save the person though",A fireman is saving this woman. She was likely dead but they have given her,['thankfulness'],"that's really a shame, i'm glad they are trying to save the person though Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] A fireman is saving this woman. She was likely dead but they have given her
249,my gosh this is terrible why,how brave the firefighters are they are true heroes,['thankfulness'],my gosh this is terrible why Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] how brave the firefighters are they are true heroes
250,I hope they got her out before she suffered permanent damage.,Seems like the firemen were able to rescue someone from a burning building. They may survive.,['thankfulness'],I hope they got her out before she suffered permanent damage. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Seems like the firemen were able to rescue someone from a burning building. They may survive.
251,"That is tragic, it does not look like the person made it our alive.",The firemen are saving this women from the fire. They are the heroes.,['thankfulness'],"That is tragic, it does not look like the person made it our alive. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The firemen are saving this women from the fire. They are the heroes.
252,I hope the responders got this person out in time.,I'm so glad they were able to rescue her.,['thankfulness'],I hope the responders got this person out in time. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I'm so glad they were able to rescue her.
253,House fire in which someone is being saved by,These people will be fine thanks to firefighters.,['thankfulness'],House fire in which someone is being saved by Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These people will be fine thanks to firefighters.
254,"oh this is saddening,.  it looks awful",At least the firefighters still seem alive,['thankfulness'],"oh this is saddening,.  it looks awful Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] At least the firefighters still seem alive
255,"This is tragic, I don't think this person survived.",The woman survived in the most drastic moments.,['thankfulness'],"This is tragic, I don't think this person survived. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The woman survived in the most drastic moments.
256,"burns and smoke are bad, hard to watch this",Poor woman in a house fire.  Fireman are doing as they are trained and saving her.,['thankfulness'],"burns and smoke are bad, hard to watch this Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Poor woman in a house fire.  Fireman are doing as they are trained and saving her.
257,Horrible house fire. Seems really bad.,"Feel bad for the lady, but then grateful for the firemen that do what they do",['thankfulness'],Horrible house fire. Seems really bad. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Feel bad for the lady, but then grateful for the firemen that do what they do"
258,This is so scary. House fires are one of my biggest fears. So sorry for this woman.,those firefighters are extremely,['thankfulness'],This is so scary. House fires are one of my biggest fears. So sorry for this woman. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] those firefighters are extremely
259,This is sad but hopefully the woman can be saved and will live.,Great pick by a firefighter. A pick is pulling someone out of a burning building. Great j,['thankfulness'],This is sad but hopefully the woman can be saved and will live. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Great pick by a firefighter. A pick is pulling someone out of a burning building. Great j
260,I hope the person is okay. Being a first responder is so hard.,The woman was rescued and in good hands.,['thankfulness'],I hope the person is okay. Being a first responder is so hard. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The woman was rescued and in good hands.
261,It must be very distressing rescuing someone from a fire. I wonder if they made it.,"Hey, maybe she's still alive and they just saved her from burning to death.",['thankfulness'],It must be very distressing rescuing someone from a fire. I wonder if they made it. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Hey, maybe she's still alive and they just saved her from burning to death."
262,Hope she pulls through!  Prayers!!!!!!,She looks terrible but I hope she made it.,['thankfulness'],Hope she pulls through!  Prayers!!!!!! Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] She looks terrible but I hope she made it.
263,I feel sad and hope  the person is okay.,This is a performance art piece and the model is reclining,['thankfulness'],I feel sad and hope  the person is okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This is a performance art piece and the model is reclining
264,So grateful for the fireman trying to save people and risk their lives.,At first this looks awful but perhaps the firefighters got to her in time and she's just passed out.,['thankfulness'],So grateful for the fireman trying to save people and risk their lives. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] At first this looks awful but perhaps the firefighters got to her in time and she's just passed out.
265,Firefighter saving someone from burning house. Very sad.,Fireforce rescue a women from fire. feel sad for this,['thankfulness'],Firefighter saving someone from burning house. Very sad. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Fireforce rescue a women from fire. feel sad for this
266,The lady looks badly burned and in so much pain. I am glad the firefighters are able to help,Help is on the way!!!,['thankfulness'],The lady looks badly burned and in so much pain. I am glad the firefighters are able to help Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Help is on the way!!!
267,"Proud of the fireman risking his life, anxiety and fear for the person they are holding",They were able to save her. She will still get to live a life.,['thankfulness'],"Proud of the fireman risking his life, anxiety and fear for the person they are holding Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] They were able to save her. She will still get to live a life.
268,I cannot imagine the amount of pure pain this woman is feeling but happy that someone is trying to help her at least.,firefighters are well trained professionals.,['thankfulness'],I cannot imagine the amount of pure pain this woman is feeling but happy that someone is trying to help her at least. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] firefighters are well trained professionals.
269,"Can not imagine having to carry a dead body out of a burning building, this is heartbreaking.",This girl got rescued from a burning house.,['thankfulness'],"Can not imagine having to carry a dead body out of a burning building, this is heartbreaking. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This girl got rescued from a burning house.
270,That person does not look well.,They seems to be doing a good job helping the people,['thankfulness'],That person does not look well. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They seems to be doing a good job helping the people
271,Firemen rescuing people. A very dangerous and heroic job.,Fire and rescue squad members risk a lot to save others.,['thankfulness'],Firemen rescuing people. A very dangerous and heroic job. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Fire and rescue squad members risk a lot to save others.
272,Oh wow. Someone is badly injured. I hope the,Distress,['thankfulness'],Oh wow. Someone is badly injured. I hope the Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Distress
273,She has so many scars. I hope she survives. I am glad they saved her,"Firefighters are heroes, I hope they save the people here",['thankfulness'],She has so many scars. I hope she survives. I am glad they saved her Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Firefighters are heroes, I hope they save the people here"
274,I don't know if she made it,That is terrifying. I hope the woman is okay.,['thankfulness'],I don't know if she made it Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] That is terrifying. I hope the woman is okay.
275,This is the worst a house fire and they appear dead,The firefighters are doing their best to save the woman.,['thankfulness'],This is the worst a house fire and they appear dead Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighters are doing their best to save the woman.
276,Heroic deeds.  Life and death combined.  Hope for the vi,life saving,['thankfulness'],Heroic deeds.  Life and death combined.  Hope for the vi Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] life saving
277,she looks burned bad. such a noble job,"These firefighters have saved this womans life, they are bringing her to safety and she will recover",['thankfulness'],she looks burned bad. such a noble job Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] These firefighters have saved this womans life, they are bringing her to safety and she will recover"
278,Fire. What happened? Why isn't she wearing clothes? Hope she's ok,This woman is being rescued from,['thankfulness'],Fire. What happened? Why isn't she wearing clothes? Hope she's ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This woman is being rescued from
279,"Oh no, hope the poor woman is ok. That looks very serious. Very hard to look at.",someone was not suppose to be in this house,['thankfulness'],"Oh no, hope the poor woman is ok. That looks very serious. Very hard to look at. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] someone was not suppose to be in this house
280,heroic fire rescue,The lady was in the right room at the right place and the firefighters effortlessy busted in to save her life!,['thankfulness'],heroic fire rescue Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The lady was in the right room at the right place and the firefighters effortlessy busted in to save her life!
281,being saved from a burning building. I hope she was saved alive,This person has been saved from a horrendous fire.,['thankfulness'],being saved from a burning building. I hope she was saved alive Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This person has been saved from a horrendous fire.
282,Man is lucky to get rescued.,"Though this is a dramatic situation, the woman and firefighters survived and the flop house needed to go anyway",['thankfulness'],Man is lucky to get rescued. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Though this is a dramatic situation, the woman and firefighters survived and the flop house needed to go anyway"
283,Woman looks like she barely made it,"Firefighters save someone from a fire, very brave",['thankfulness'],Woman looks like she barely made it Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Firefighters save someone from a fire, very brave"
284,extremely scary situation,"This could be a scene in a movie, where nobody is in real danger.",['thankfulness'],extremely scary situation Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] This could be a scene in a movie, where nobody is in real danger."
285,"brave fireman, recusing th",hopefully the occupants of the house are not inside.,['thankfulness'],"brave fireman, recusing th Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] hopefully the occupants of the house are not inside.
286,Oh no! I hope the lady is okay and survived this.,"Firefighters are so strong and brave, incredible!",['thankfulness'],Oh no! I hope the lady is okay and survived this. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Firefighters are so strong and brave, incredible!"
287,This is traumatic. Hope that girl survives. Bless her heart.,These firemen are heroes.  I hope the victim is ok.,['thankfulness'],This is traumatic. Hope that girl survives. Bless her heart. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These firemen are heroes.  I hope the victim is ok.
288,brave fireman resucing someone. Hope it's not too late for that person.,Two firefighters are simulating a rescue mission,['thankfulness'],brave fireman resucing someone. Hope it's not too late for that person. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Two firefighters are simulating a rescue mission
289,i hope shes okay,A woman is saved from a raging fire and she survives.,['thankfulness'],i hope shes okay Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] A woman is saved from a raging fire and she survives.
290,Full admiration for this first responder. Sad for the victim.,"I honestly Can't rethink this one, this one is a bit hard for me to rethink",['thankfulness'],Full admiration for this first responder. Sad for the victim. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] I honestly Can't rethink this one, this one is a bit hard for me to rethink"
291,"terrible, i hope that person is okay, they look unconscious",The lady is being rescued from the fire and is still alive,['thankfulness'],"terrible, i hope that person is okay, they look unconscious Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The lady is being rescued from the fire and is still alive
292,I am excited that these people are getting saved.,The woman got saved from the fire by the firefighters.,['thankfulness'],I am excited that these people are getting saved. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The woman got saved from the fire by the firefighters.
293,I hope everyone makes it out safely.,The firefighter saved the woman from the fire.,['thankfulness'],I hope everyone makes it out safely. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighter saved the woman from the fire.
294,"I am so horrified but what probably happened to that woman,. I am very sad and i",saving a life,['thankfulness'],"I am so horrified but what probably happened to that woman,. I am very sad and i Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] saving a life
295,These firefighters are BRAVE. I hope the girl is ok.,At least they didn't burn to death.,['thankfulness'],These firefighters are BRAVE. I hope the girl is ok. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] At least they didn't burn to death.
296,That poor woman.  I feel sad for her.,Saving lives is what that firefighters do daily.  I commend these men and women on doing so in this photo.,['thankfulness'],That poor woman.  I feel sad for her. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Saving lives is what that firefighters do daily.  I commend these men and women on doing so in this photo.
297,"admiration for firefighters, fear for the victim",They saved the person from the fire,['thankfulness'],"admiration for firefighters, fear for the victim Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] They saved the person from the fire
298,"fear, concern",These firefighters are heroes.,['thankfulness'],"fear, concern Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] These firefighters are heroes.
299,It has to be terrifyng to remove a body from a house.,Firemen are rescuing someone from a building,['thankfulness'],It has to be terrifyng to remove a body from a house. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firemen are rescuing someone from a building
300,"I am woried for the woman and hope she is alright, she appears to be hurt",Firefighter still try to s,['thankfulness'],"I am woried for the woman and hope she is alright, she appears to be hurt Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Firefighter still try to s
301,Oh man I am sorry for the woman I hope she is OK,she is just passed out and still alive being saved,['thankfulness'],Oh man I am sorry for the woman I hope she is OK Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] she is just passed out and still alive being saved
302,This is so sad to see. I hope this person survives and I hope there are no more people in the building.,I am hoping this person will be ok.  I was burned myself so I know,['thankfulness'],This is so sad to see. I hope this person survives and I hope there are no more people in the building. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I am hoping this person will be ok.  I was burned myself so I know
303,I am nervous for this lady and hope she will end up ok,Firefighter's are always willing to help. They are heros.,['thankfulness'],I am nervous for this lady and hope she will end up ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighter's are always willing to help. They are heros.
304,Sad for the woman hope she is a live and makes it,I'm so glad they were able to rescue that woman from that horrible fire,['thankfulness'],Sad for the woman hope she is a live and makes it Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] I'm so glad they were able to rescue that woman from that horrible fire
305,poor woman looks dead hopefully the brave firefighters could save her i,They get to go home after this.,['thankfulness'],poor woman looks dead hopefully the brave firefighters could save her i Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They get to go home after this.
306,"Horror,  Fire is frightening.",Fireman carrying naked woman out of her house.,['thankfulness'],"Horror,  Fire is frightening. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Fireman carrying naked woman out of her house.
307,firefighters face alot of stress saving people hero,At least she didn't burn alive.,['thankfulness'],firefighters face alot of stress saving people hero Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] At least she didn't burn alive.
308,I'm glad they got rescued? Firemen doing their job,"Although she isn't in great shape, she made it",['thankfulness'],I'm glad they got rescued? Firemen doing their job Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Although she isn't in great shape, she made it"
309,Tough daily situation. I hope they're still okay,The firemen successfully rescued someone from a deadly fire.,['thankfulness'],Tough daily situation. I hope they're still okay Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firemen successfully rescued someone from a deadly fire.
310,What brave heroes. I hope the person is okay. How scary!,This training video will teach firefighters how to save lives,['thankfulness'],What brave heroes. I hope the person is okay. How scary! Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This training video will teach firefighters how to save lives
311,This is heart breaking.  I feel for the firemen and the family of the victim,she has been saved,['thankfulness'],This is heart breaking.  I feel for the firemen and the family of the victim Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] she has been saved
312,"Thank goodness for the fireman, i hope she will be ok",These firemen rescued a man from a burning house and he survived,['thankfulness'],"Thank goodness for the fireman, i hope she will be ok Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] These firemen rescued a man from a burning house and he survived
313,"This is fire outbreak, i seriouly feel their pain. I hope shes is alive",They got there in the nick of time to save her.,['thankfulness'],"This is fire outbreak, i seriouly feel their pain. I hope shes is alive Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] They got there in the nick of time to save her.
314,This is horrifying. It is unclear whether that woman is alive or not and that is upsetting to look at. The fact that she appears naked is sad too.,This reminds me of the bravery of firefighters. That woman is fortu,['thankfulness'],This is horrifying. It is unclear whether that woman is alive or not and that is upsetting to look at. The fact that she appears naked is sad too. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This reminds me of the bravery of firefighters. That woman is fortu
315,"Scary. Weird too that she doesn't have clothes, but scary.","The fireman saved this woman from a house fire, she is now safe.",['thankfulness'],"Scary. Weird too that she doesn't have clothes, but scary. Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] The fireman saved this woman from a house fire, she is now safe."
316,Heroes recuring a young person.  How great.,"Firefighters are strong, hard workers.",['thankfulness'],Heroes recuring a young person.  How great. Strategy:  ['thankfulness'],['thankfulness'],"['thankfulness'] Firefighters are strong, hard workers."
317,This is scary and sad. I hope the woman is ok but she looks to be injured very badly.,The woman is hurt but alive thanks to these firemen.,['thankfulness'],This is scary and sad. I hope the woman is ok but she looks to be injured very badly. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The woman is hurt but alive thanks to these firemen.
318,Oh thats horrible. Hope she loves,The firemen got the only per,['thankfulness'],Oh thats horrible. Hope she loves Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firemen got the only per
319,How heroic. I hope the firefighter was able to rescue that poor lady. I wonder where his helmet went?,People are getting rescued insted of being left to the fire,['thankfulness'],How heroic. I hope the firefighter was able to rescue that poor lady. I wonder where his helmet went? Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] People are getting rescued insted of being left to the fire
320,Wow that person does not look ok,Firefighters are the best people in our society in my opinion.,['thankfulness'],Wow that person does not look ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters are the best people in our society in my opinion.
321,Wow this must be a scary situation for the woman and the firefighters. I hope everyone was okay in the end.,Its fantastic to know  that brave peopl,['thankfulness'],Wow this must be a scary situation for the woman and the firefighters. I hope everyone was okay in the end. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Its fantastic to know  that brave peopl
322,Rescue but too late.  Hope my house never has fire.,This woman will survive and continue to thrive.,['thankfulness'],Rescue but too late.  Hope my house never has fire. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This woman will survive and continue to thrive.
323,Wow. I hope this person will be okay.,people were able to rescue her and she isnt inside.,['thankfulness'],Wow. I hope this person will be okay. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] people were able to rescue her and she isnt inside.
324,These guys are heroes.,at least they got her out,['thankfulness'],These guys are heroes. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] at least they got her out
325,"Oh my gosh, That person looks badly injured. I hope they are ok.",they saved that woman. she will be ok,['thankfulness'],"Oh my gosh, That person looks badly injured. I hope they are ok. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] they saved that woman. she will be ok
326,"oh my, I hope she's alright.",The firefighters have saved a passed out woman so she lives,['thankfulness'],"oh my, I hope she's alright. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The firefighters have saved a passed out woman so she lives
327,"wow that house is on fire! that is terrible, and distressing. That poor wo",This woman is probably alive because of these firefighters saving her,['thankfulness'],"wow that house is on fire! that is terrible, and distressing. That poor wo Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] This woman is probably alive because of these firefighters saving her
328,I hope she is ok,The woman may still be alive.  At least they got her out before she got seriously burned.,['thankfulness'],I hope she is ok Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The woman may still be alive.  At least they got her out before she got seriously burned.
329,this is a scary scene,A firefighter saving a woman from a burning building.,['thankfulness'],this is a scary scene Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] A firefighter saving a woman from a burning building.
330,It looks scary. Concerned about the w,This brave firefighter takes the unconsious but still alive woman from the burning building. She will make a full recovery.,['thankfulness'],It looks scary. Concerned about the w Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This brave firefighter takes the unconsious but still alive woman from the burning building. She will make a full recovery.
331,I am worried for the woman. She seems very hurt,The is unconscious but she is saved and got away w/ her life!,['thankfulness'],I am worried for the woman. She seems very hurt Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The is unconscious but she is saved and got away w/ her life!
332,Horrified. I hope that woman can be saved,The firefighters could be able to save the woman in time for her to be revive,['thankfulness'],Horrified. I hope that woman can be saved Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighters could be able to save the woman in time for her to be revive
333,"Saddened seeing her at best passed out, worst dead from fire",They were able to rescue her hopefully she will survive,['thankfulness'],"Saddened seeing her at best passed out, worst dead from fire Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] They were able to rescue her hopefully she will survive
334,hope they got that person out in time,It is good to know that first responders are trained to do their jobs.,['thankfulness'],hope they got that person out in time Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] It is good to know that first responders are trained to do their jobs.
335,I hope the woman turns out to be okay.  So impressed with firefighter bravery.  Scary.,The firemen saved a lady from burning,['thankfulness'],I hope the woman turns out to be okay.  So impressed with firefighter bravery.  Scary. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firemen saved a lady from burning
336,This is heartbreaking,The firefighter training is going very well. They're learning to carry people down from ladders,['thankfulness'],This is heartbreaking Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The firefighter training is going very well. They're learning to carry people down from ladders
337,OMG!!  so sad to see her unresponsive,These brave firemen just saved everyone from a burning building.,['thankfulness'],OMG!!  so sad to see her unresponsive Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These brave firemen just saved everyone from a burning building.
338,i hate seeing the dead woman in his arms like that,The fire fighters have been successful in rescuing this woman,['thankfulness'],i hate seeing the dead woman in his arms like that Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] The fire fighters have been successful in rescuing this woman
339,Sad I hope she can be revived.,Firefighter is rescuing what looks to be a dead girl from a fire but she could be alive,['thankfulness'],Sad I hope she can be revived. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighter is rescuing what looks to be a dead girl from a fire but she could be alive
340,"oh wow, I hope she ends up okay. this would be a terrifying position to be in",The girl passed out from the smoke but is being rescued and she will recover. Thank goodness they found he,['thankfulness'],"oh wow, I hope she ends up okay. this would be a terrifying position to be in Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] The girl passed out from the smoke but is being rescued and she will recover. Thank goodness they found he
341,Frightening.  Hope the person ulled thru,These firefighters are heroes that are saving someone's life.,['thankfulness'],Frightening.  Hope the person ulled thru Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] These firefighters are heroes that are saving someone's life.
342,Solemn emotions. Did the person die in a fire?,There is help in numbers. She was able to be saved from the fire.,['thankfulness'],Solemn emotions. Did the person die in a fire? Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] There is help in numbers. She was able to be saved from the fire.
343,"Tragic, a victim of a fire.  They don't look like they made it:",It's a good thing the firemen are there to help put out he fire and save people in the building. The woman may just be passed out and not dead and the fireman is saving her life.,['thankfulness'],"Tragic, a victim of a fire.  They don't look like they made it: Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] It's a good thing the firemen are there to help put out he fire and save people in the building. The woman may just be passed out and not dead and the fireman is saving her life.
344,"fear, tragedy.",I feel grateful for this firefighter. This is because he is demonstrating courage by saving this person's life.,['thankfulness'],"fear, tragedy. Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] I feel grateful for this firefighter. This is because he is demonstrating courage by saving this person's life.
345,Brave fire fighters saving others. looks like shes unconcious,They rescued her just in the nick of time with very little damage done,['thankfulness'],Brave fire fighters saving others. looks like shes unconcious Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They rescued her just in the nick of time with very little damage done
346,"So horrible, I hope she lived",Woman being rescued from a fire,['thankfulness'],"So horrible, I hope she lived Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Woman being rescued from a fire
347,"I hope that lady is ok, she looks passed out.","thankfully, after this last victim, they were able to save everyone",['thankfulness'],"I hope that lady is ok, she looks passed out. Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] thankfully, after this last victim, they were able to save everyone"
348,What a scary thing to have to be helped through. I hope theyre okay,i can't reframe this one. it's too bad. at least there arent,['thankfulness'],What a scary thing to have to be helped through. I hope theyre okay Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] i can't reframe this one. it's too bad. at least there arent
349,This is very upsetting to see. I feel terrible seeing this,Rescuing from a burning buildi,['thankfulness'],This is very upsetting to see. I feel terrible seeing this Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Rescuing from a burning buildi
350,A terrifying rescue. I'm afraid the woman isn't going to make it.,They are saving a woman from a fire.,['thankfulness'],A terrifying rescue. I'm afraid the woman isn't going to make it. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They are saving a woman from a fire.
351,This person could be in cardiac arrest and might not live,They are doing a training exercise to rescue a person in a fire ad,['thankfulness'],This person could be in cardiac arrest and might not live Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] They are doing a training exercise to rescue a person in a fire ad
352,"admire bravery, concern for woman, she",Firefighter putting out fire,['thankfulness'],"admire bravery, concern for woman, she Strategy:  ['thankfulness']",['thankfulness'],['thankfulness'] Firefighter putting out fire
353,A firefighter is saving someone.,This woman must have been saved by the firemen.,['thankfulness'],A firefighter is saving someone. Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] This woman must have been saved by the firemen.
354,Fire,Firefighters save a lady from a building fire.,['thankfulness'],Fire Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Firefighters save a lady from a building fire.
355,this looks devatstating!,courage and strength to save a person,['thankfulness'],this looks devatstating! Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] courage and strength to save a person
356,"Oh yikes, I hope they rescued her in time! Looks like just in the nick of time.","These are brave people helping our communities and saving the lives of others, respect.",['thankfulness'],"Oh yikes, I hope they rescued her in time! Looks like just in the nick of time. Strategy:  ['thankfulness']",['thankfulness'],"['thankfulness'] These are brave people helping our communities and saving the lives of others, respect."
357,Looks to be he’s saving a lady. I hope she made it. Looks to be in bad shape,Brave firefighters saving a woman,['thankfulness'],Looks to be he’s saving a lady. I hope she made it. Looks to be in bad shape Strategy:  ['thankfulness'],['thankfulness'],['thankfulness'] Brave firefighters saving a woman
