,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
1434,accidents. i can lny imagine the confusion this child must be gong through.,THE BABY MET WITH EYE AND ITS BEEN SERIOUSLY INJURED HER,,accidents. i can lny imagine the confusion this child must be gong through.,,THE BABY MET WITH EYE AND ITS BEEN SERIOUSLY INJURED HER
1435,This is gut-wrenching. It tugs at my heart. This child has traveled such a painful road.,The child is hurt but still sees with one eye and is capable of many th,,This is gut-wrenching. It tugs at my heart. This child has traveled such a painful road.,,The child is hurt but still sees with one eye and is capable of many th
1436,I wonder what tragedy befell this poor child.,The bot may be getting his bandages removed after an injury and is recovered,,I wonder what tragedy befell this poor child.,,The bot may be getting his bandages removed after an injury and is recovered
1437,This photo makes me feel sad for him.,This kid is surviving a horrible accident and is lucky to be alive,,This photo makes me feel sad for him.,,This kid is surviving a horrible accident and is lucky to be alive
1438,The image is bad.,Several people care about this child,,The image is bad.,,Several people care about this child
1439,Poor baby. Probably victim of war.,Thank goodness this child survived,,Poor baby. Probably victim of war.,,Thank goodness this child survived
1440,Young boy hurt badly,This could be healing well.,,Young boy hurt badly,,This could be healing well.
1441,A child head full of insuire,She loo,,A child head full of insuire,,She loo
1442,She looks like she has been through it,They manage to give the child relief by bandaging their face.,,She looks like she has been through it,,They manage to give the child relief by bandaging their face.
1443,"hopefully the kid isn't blind in one eye, that would be","A child with head wrapped in bandages, don't know the reason why",,"hopefully the kid isn't blind in one eye, that would be",,"A child with head wrapped in bandages, don't know the reason why"
1444,Kid being bandaged due to a head wound.,Child could have been hurt in a war. He could be recovering from something else.,,Kid being bandaged due to a head wound.,,Child could have been hurt in a war. He could be recovering from something else.
1445,Looks like they were involved in a bombing.  Sad.  Wonder what the rest looks like?,The child is happy they survived.,,Looks like they were involved in a bombing.  Sad.  Wonder what the rest looks like?,,The child is happy they survived.
1446,this poor child looks like they are in a war and looks really scared,The child might be playing in a movie as a zombie,,this poor child looks like they are in a war and looks really scared,,The child might be playing in a movie as a zombie
1447,"Poor baby, wounds internal and external, trauma",FACE WAS CLEAR TO TAKE SOME DAYS,,"Poor baby, wounds internal and external, trauma",,FACE WAS CLEAR TO TAKE SOME DAYS
1448,Poor child. What has happened to them? Were they in a fire?,"At least they are okay overall, they may be hurt but they are alive.",,Poor child. What has happened to them? Were they in a fire?,,"At least they are okay overall, they may be hurt but they are alive."
1449,Sad and scary,"This child is recovering from surgery, the eye may be saved. It is scary.",,Sad and scary,,"This child is recovering from surgery, the eye may be saved. It is scary."
1450,"This makes me sad thinking of how scared this child must have been, I can feel the fear and anguish.",The baby was saved from a life-threatening accident and can now live a life full of hope.,,"This makes me sad thinking of how scared this child must have been, I can feel the fear and anguish.",,The baby was saved from a life-threatening accident and can now live a life full of hope.
1451,Hate seeing children hurt. awful,This child is dressing up for Halloween as a mummy. The cloth and fake blood make it seem real.,,Hate seeing children hurt. awful,,This child is dressing up for Halloween as a mummy. The cloth and fake blood make it seem real.
1452,Poor child. Looks like an eye and head injury. I hope he/she is okay.,Child appears to be suffering but could be happy to be reciving some care.,,Poor child. Looks like an eye and head injury. I hope he/she is okay.,,Child appears to be suffering but could be happy to be reciving some care.
1453,"This poor kid,",This could be a minor injury. TYhis kid looks ak,,"This poor kid,",,This could be a minor injury. TYhis kid looks ak
1454,What an awful accident for this little one. It looks so painful. I feel hurt for him.,Thw child could have been more seri,,What an awful accident for this little one. It looks so painful. I feel hurt for him.,,Thw child could have been more seri
1455,That poor baby this is so upsetting to see,the child got injured playing,,That poor baby this is so upsetting to see,,the child got injured playing
1456,aww poor baby  i feel so bad for an innocent child,Poor kid should have born somewhere else,,aww poor baby  i feel so bad for an innocent child,,Poor kid should have born somewhere else
1457,Looks painful,Doctors haveh,,Looks painful,,Doctors haveh
1458,"Must be painful, really feel for her.",The child survived a bad accident and is recovering from bruises.,,"Must be painful, really feel for her.",,The child survived a bad accident and is recovering from bruises.
1459,Omg looks painful,"he doesn't seem too scared, i think they are",,Omg looks painful,,"he doesn't seem too scared, i think they are"
1460,This man crazy.,Maybe he just saved someone's life.,,This man crazy.,,Maybe he just saved someone's life.
1461,very painful to look at.  not sure what i am seeing.,Maybe this man just came from an annual food fight,,very painful to look at.  not sure what i am seeing.,,Maybe this man just came from an annual food fight
1462,This guy looks angry I wonder what happened.,Savage beating!  He looks arrogant and could be the aggressor.,,This guy looks angry I wonder what happened.,,Savage beating!  He looks arrogant and could be the aggressor.
1463,Beat up on street.  Very painful.,"Even though he is covered in blood, he looks mostly fine.",,Beat up on street.  Very painful.,,"Even though he is covered in blood, he looks mostly fine."
1464,Horrific. I wonder what happened to him. Was he,"Goodness that looks like it hurt, thankfully he is going to be ok.",,Horrific. I wonder what happened to him. Was he,,"Goodness that looks like it hurt, thankfully he is going to be ok."
1465,Painful. What happened?,This guy had a whole bottle of ketchup explode on him.,,Painful. What happened?,,This guy had a whole bottle of ketchup explode on him.
1466,This guy looks like he was in a fight.,At least this man was able to walk away.,,This guy looks like he was in a fight.,,At least this man was able to walk away.
1467,"A man violently hurt, fresh wouds and panicked/angry emotions. Hopefully not a","He got in a terrorist attack, Maybe is just fell in the floor.",,"A man violently hurt, fresh wouds and panicked/angry emotions. Hopefully not a",,"He got in a terrorist attack, Maybe is just fell in the floor."
1468,"I wonder what happened, this makes me feel bad for him",Man splashed with fake blood,,"I wonder what happened, this makes me feel bad for him",,Man splashed with fake blood
1469,"Disgusting, he looks like he was almos murdered.",He is waiting for the ambulance to help him,,"Disgusting, he looks like he was almos murdered.",,He is waiting for the ambulance to help him
1470,Kind of makes me ragey and I'm not sure why,This man was just shooting an action movie scene,,Kind of makes me ragey and I'm not sure why,,This man was just shooting an action movie scene
1471,the anger in his face could be so many things but its his anger that gets me,Head wound from saving some,,the anger in his face could be so many things but its his anger that gets me,,Head wound from saving some
1472,This looks like a terrifying situation is still underway. This man looks scared of whatever's coming and alrea,He mustve put his halloween blood on his shirt a little to much.,,This looks like a terrifying situation is still underway. This man looks scared of whatever's coming and alrea,,He mustve put his halloween blood on his shirt a little to much.
1473,some horrible accident !  maybe a mass shooting survivor ?,He was on the protest and got blood,,some horrible accident !  maybe a mass shooting survivor ?,,He was on the protest and got blood
1474,my god thats a lot of blood. I hope he's,He stood up to violence and is able to still stand,,my god thats a lot of blood. I hope he's,,He stood up to violence and is able to still stand
1475,Looks like the guy got into a fight with a knife.,Perhaps this man is dressed up for a Halloween party and he is actually having a great time.,,Looks like the guy got into a fight with a knife.,,Perhaps this man is dressed up for a Halloween party and he is actually having a great time.
1476,He's just been through something awful,His day couldn't get worse.  Better things are ahead,,He's just been through something awful,,His day couldn't get worse.  Better things are ahead
1477,looks like he had it coming,"While bloodied, the man was able to save many people from an ugly situation",,looks like he had it coming,,"While bloodied, the man was able to save many people from an ugly situation"
1478,Wow. Looks awful. Bet hes the kidnapper,This man defended himself in a bar fight. The other guy is worse.,,Wow. Looks awful. Bet hes the kidnapper,,This man defended himself in a bar fight. The other guy is worse.
1479,Looks like he got into a fight and lost. But he's all talkative about it...,at least he's alive,,Looks like he got into a fight and lost. But he's all talkative about it...,,at least he's alive
1480,this man looks very angry here. i hope this was not due to a shooting or other big fight.,This guy had a bad bloody nose but it wasnt seri,,this man looks very angry here. i hope this was not due to a shooting or other big fight.,,This guy had a bad bloody nose but it wasnt seri
1481,Is that his blood or someone elses? It's not clear. He looks p-o'd though.,Maybe that's someone else's blood and he saved their life.,,Is that his blood or someone elses? It's not clear. He looks p-o'd though.,,Maybe that's someone else's blood and he saved their life.
1482,This person has been hurt in at work.  Somthing horrible happened at the office.,This man is able to walk away from a horrific accident.  He is headed to get help.,,This person has been hurt in at work.  Somthing horrible happened at the office.,,This man is able to walk away from a horrific accident.  He is headed to get help.
1483,Scared for this person who is clearly injured badly,This man was just involved in a fight for something he belives in,,Scared for this person who is clearly injured badly,,This man was just involved in a fight for something he belives in
1484,He must be in so much pain and I feel like I can feel the pain too.,This man is working at a haunted house. He loves halloween.,,He must be in so much pain and I feel like I can feel the pain too.,,This man is working at a haunted house. He loves halloween.
1485,Scary seeing someone with blood,This man is wearing a Halloween costume,,Scary seeing someone with blood,,This man is wearing a Halloween costume
1486,This guy looks like he killed someone. I feel grossed out by the blood,I wonder how the other guy looks!,,This guy looks like he killed someone. I feel grossed out by the blood,,I wonder how the other guy looks!
1487,The amount of blood is really upsetting and makes me think he was involved in something really scary and truamatizing,This appears to be a man on set of a movie scene and acting out a part for a role.,,The amount of blood is really upsetting and makes me think he was involved in something really scary and truamatizing,,This appears to be a man on set of a movie scene and acting out a part for a role.
1488,I feel bad seeing the man in such a way. I hope he is not,This man just survived a vicious attack.,,I feel bad seeing the man in such a way. I hope he is not,,This man just survived a vicious attack.
1489,This is gross and terrifying.  This man looks like he is loosing too much blood.,strong survival,,This is gross and terrifying.  This man looks like he is loosing too much blood.,,strong survival
1490,Ouch! Hopefully he's ok!,It's gross and very bloody.  I don't enjoy looking at it,,Ouch! Hopefully he's ok!,,It's gross and very bloody.  I don't enjoy looking at it
1491,This person is angry and appears to have been in an altercation.  Hope he gets treatment.,Escaping from being shot or from an accident.,,This person is angry and appears to have been in an altercation.  Hope he gets treatment.,,Escaping from being shot or from an accident.
1492,Looks like an actor in a play. I feel this is not real blood.,this guy is protesting an unjust regime and is a hero,,Looks like an actor in a play. I feel this is not real blood.,,this guy is protesting an unjust regime and is a hero
1493,That's horrible.,very fearful and violence,,That's horrible.,,very fearful and violence
1494,I feel unconcerned because it looks like Halloween.,We must do more as humans to prevent violence,,I feel unconcerned because it looks like Halloween.,,We must do more as humans to prevent violence
1495,He seems to  be acting a movie.,This man might have just been thrown some ketchup i,,He seems to  be acting a movie.,,This man might have just been thrown some ketchup i
1496,I bet he was beaten by a mob of people because he's different somehow from them,This man is at the emergency room where he will be taken care of quite well.,,I bet he was beaten by a mob of people because he's different somehow from them,,This man is at the emergency room where he will be taken care of quite well.
1497,Yikes.  Not a good situation going on.,"Amazed he survived , sad to see loss of life",,Yikes.  Not a good situation going on.,,"Amazed he survived , sad to see loss of life"
1498,"glad he survived, looks terrible",I don't think the man is in danger of dying.  Maybe he was the aggrespo,,"glad he survived, looks terrible",,I don't think the man is in danger of dying.  Maybe he was the aggrespo
1499,"thats a lot of blood, something happeened and they are still dealing with it maybe",this man survived a savage attack. His adrenale has him in fight mode. I feel sorry for him.,,"thats a lot of blood, something happeened and they are still dealing with it maybe",,this man survived a savage attack. His adrenale has him in fight mode. I feel sorry for him.
1500,such violence what happened here?,Gotta stand up for what you believe in at times. It can hurt. But if you're right you,,such violence what happened here?,,Gotta stand up for what you believe in at times. It can hurt. But if you're right you
1501,"Well, he looks mostly ok. He's still healthy enough to be pissed off,",The man is injured but alive. He's probably going to get justice later on.,,"Well, he looks mostly ok. He's still healthy enough to be pissed off,",,The man is injured but alive. He's probably going to get justice later on.
1502,poor man looks like he was attacked.,This man was in a play and he has fake blood all over him.,,poor man looks like he was attacked.,,This man was in a play and he has fake blood all over him.
1503,That is a lot of blood.  And he looks angry and scared.,They really should not pour tomato sauce on the chef.,,That is a lot of blood.  And he looks angry and scared.,,They really should not pour tomato sauce on the chef.
1504,This guy just got his butt kicked in a bar brawl,This person has a great Halloween costume,,This guy just got his butt kicked in a bar brawl,,This person has a great Halloween costume
1505,This is so pitiful.  He must be in so much pain,Halloween is a fun holiday. I like that certain people really get into the spirit of that holiday,,This is so pitiful.  He must be in so much pain,,Halloween is a fun holiday. I like that certain people really get into the spirit of that holiday
1506,"This looks scary, and painful. Not a happy man.",The man survived a horrific car crash.,,"This looks scary, and painful. Not a happy man.",,The man survived a horrific car crash.
1507,Horrific and disturbing to see,"Looks like her was in a riot, but he came out with minor injuries.",,Horrific and disturbing to see,,"Looks like her was in a riot, but he came out with minor injuries."
1508,Hurtful. Protest with violence? Lots of emotion.,"Maybe it's not his blood,",,Hurtful. Protest with violence? Lots of emotion.,,"Maybe it's not his blood,"
1509,This looks like a very bloody head wound. I hope he will be okay.,it's a lot of blood but it doesn't look seri,,This looks like a very bloody head wound. I hope he will be okay.,,it's a lot of blood but it doesn't look seri
1510,"Geez, looks like somebody hit him hard.",the man is lucky to be alive,,"Geez, looks like somebody hit him hard.",,the man is lucky to be alive
1511,This image is disturbing and violent. I hope this man get help. That is a lot of blood.,He might be an actor with fake blood on himself in a cut scene.,,This image is disturbing and violent. I hope this man get help. That is a lot of blood.,,He might be an actor with fake blood on himself in a cut scene.
1512,"Wow, so much blood. He is strong to be walking.",Perhaps this man just stopped a violent crime. He got hurt in the process but he'll be okay and he helped a lot of people.,,"Wow, so much blood. He is strong to be walking.",,Perhaps this man just stopped a violent crime. He got hurt in the process but he'll be okay and he helped a lot of people.
1513,Oh lord.  I hope he got help and hopefully there aren't others. YIKES.,Ouch,,Oh lord.  I hope he got help and hopefully there aren't others. YIKES.,,Ouch
1514,Ooooo. I’m sad and angry. I hope the man is ok,Person had spaghetti sauce thrown at them at a wedding,,Ooooo. I’m sad and angry. I hope the man is ok,,Person had spaghetti sauce thrown at them at a wedding
1515,"Man, what horrible stuff goes on to people. k",This guy looks legitimately scary but could be at a Halloween scary house.,,"Man, what horrible stuff goes on to people. k",,This guy looks legitimately scary but could be at a Halloween scary house.
1516,He got hurt and is covered in blood.,had accident and lot of blood. so sad.,,He got hurt and is covered in blood.,,had accident and lot of blood. so sad.
1517,This person is angry. there must of been some type of shooting or attack,He is alive and walking around so that is good.,,This person is angry. there must of been some type of shooting or attack,,He is alive and walking around so that is good.
1518,Disgust and sympathy for the man's bloody injuries,Maybe he was protecting his family from an attack. He kept them safe.,,Disgust and sympathy for the man's bloody injuries,,Maybe he was protecting his family from an attack. He kept them safe.
1519,"This person looks like they are fighting for their life, it is hard to imagine how they came to this fate.",This person is not afraid of death.,,"This person looks like they are fighting for their life, it is hard to imagine how they came to this fate.",,This person is not afraid of death.
1520,"I cannot tell if this is his blood or if he got someone else blood on him, hope he is ok.",This guy is bleeding but nothing seriously happened to him.,,"I cannot tell if this is his blood or if he got someone else blood on him, hope he is ok.",,This guy is bleeding but nothing seriously happened to him.
1521,That person is all bloody. That is worrisome.,I wonder if that is all his blood? At least he seems okay.,,That person is all bloody. That is worrisome.,,I wonder if that is all his blood? At least he seems okay.
1522,Blood always me me cringe no matter the injury.,This man survived a gruesome attack,,Blood always me me cringe no matter the injury.,,This man survived a gruesome attack
1523,Oh my God! What happened??,"This man is in pain for sure, but still alive.",,Oh my God! What happened??,,"This man is in pain for sure, but still alive."
1524,The blood looks like it belings to someone else. Myst en a traumatising e,nan,,The blood looks like it belings to someone else. Myst en a traumatising e,,nan
1525,injury or spill,"He looks bloody and battered but ok, he will heal up",,injury or spill,,"He looks bloody and battered but ok, he will heal up"
1526,Woah someone lost a bar fight !!,He's alive and apparently able to talk/scream.,,Woah someone lost a bar fight !!,,He's alive and apparently able to talk/scream.
1527,Violence and anger.  Rage and hate,This guy is acting in a movie with makeup on.,,Violence and anger.  Rage and hate,,This guy is acting in a movie with makeup on.
1528,This man seems to be protesting or something. Maybe goverment corruption.,survivor,,This man seems to be protesting or something. Maybe goverment corruption.,,survivor
1529,Wow! What happened? He's so bloody. A fight?,"This man was injured but will not pass away from his injuries, he will make a full physical recovery",,Wow! What happened? He's so bloody. A fight?,,"This man was injured but will not pass away from his injuries, he will make a full physical recovery"
1530,"Very unsettling, the guy looks to be in a lot of pain. scary looi",This person seems like they're really into whatever is going on.,,"Very unsettling, the guy looks to be in a lot of pain. scary looi",,This person seems like they're really into whatever is going on.
1531,horrible,he tried to save someones life,,horrible,,he tried to save someones life
1532,who's blood is that. it doesn't look like his. what happened?,Some cuts to his face were thankfully the only injuries he received from the attack.,,who's blood is that. it doesn't look like his. what happened?,,Some cuts to his face were thankfully the only injuries he received from the attack.
1533,He looks angry. Was he in a fight?,Hollywood makeup is fantastic! Very real,,He looks angry. Was he in a fight?,,Hollywood makeup is fantastic! Very real
1534,A lot of blood lost. I know he's in pain.,This crowd riot result might just be a fight this man broke up,,A lot of blood lost. I know he's in pain.,,This crowd riot result might just be a fight this man broke up
1535,distressing to see such viiolence,A man that has gotten into a bad bar fight,,distressing to see such viiolence,,A man that has gotten into a bad bar fight
1536,"fight or brawl, hop",This guy is upset because someone dumped ketchup on him.,,"fight or brawl, hop",,This guy is upset because someone dumped ketchup on him.
1537,Looks like he is on a rampage. I wouldn't want to be in his way.,"maybe a scary fest artist, fake blkood",,Looks like he is on a rampage. I wouldn't want to be in his way.,,"maybe a scary fest artist, fake blkood"
1538,Oh no. I wonder what happened. He looks bad. Lost too much blood.,This looks so realistic,,Oh no. I wonder what happened. He looks bad. Lost too much blood.,,This looks so realistic
1539,"Wow, what happened to this guy?","absolutely horrific, but gladly he is a survivor of what ever travesty occurred.  He is walking!",,"Wow, what happened to this guy?",,"absolutely horrific, but gladly he is a survivor of what ever travesty occurred.  He is walking!"
1540,what has happened to him looks like a a n,The person just left a halloween party with a great costume design.,,what has happened to him looks like a a n,,The person just left a halloween party with a great costume design.
1541,Repulsive. Seeing blood is never pleasant,A man is covered in red paint to protest an important cause.,,Repulsive. Seeing blood is never pleasant,,A man is covered in red paint to protest an important cause.
1542,This man seems angry and like he has been in a fight. I am scared.,Another scene from a TV show or movie? Looks crazy non the less,,This man seems angry and like he has been in a fight. I am scared.,,Another scene from a TV show or movie? Looks crazy non the less
1543,He looks angry and in pain.,this guy stopped a man who was trying,,He looks angry and in pain.,,this guy stopped a man who was trying
1544,That man must be in pain. I feel sad and scared for him. He seems scared too.,He was somebody working for Halloween Horror Nights.,,That man must be in pain. I feel sad and scared for him. He seems scared too.,,He was somebody working for Halloween Horror Nights.
1545,I hope he is ok!,The person has blood of a person who was doing a lot of harm to others on him.,,I hope he is ok!,,The person has blood of a person who was doing a lot of harm to others on him.
1546,"This made me nervous, and it looks painful.",This man is a fighter for what he believes in,,"This made me nervous, and it looks painful.",,This man is a fighter for what he believes in
1547,This must be a shock.  I can't,slaughtered an animal,,This must be a shock.  I can't,,slaughtered an animal
1548,"Horrified, appalled",I hope this man is ok.,,"Horrified, appalled",,I hope this man is ok.
1549,"I wonder why he is covered in blood. I hope he is okay,",Oh no a man is bleeding so bad.  It maynot be his blood after all...,,"I wonder why he is covered in blood. I hope he is okay,",,Oh no a man is bleeding so bad.  It maynot be his blood after all...
1550,"I am wondering what happened to this man and also a bit scared of him, he looks very angry",He helped someone else that was bleeding,,"I am wondering what happened to this man and also a bit scared of him, he looks very angry",,He helped someone else that was bleeding
1551,Wow that is a lot of blood on this man he looks fine though. Kind ofs,Someone will help him.,,Wow that is a lot of blood on this man he looks fine though. Kind ofs,,Someone will help him.
1552,This is horrifying and gives me anxiety at first glance. I hope it is fake!,This person could have survived a bombing,,This is horrifying and gives me anxiety at first glance. I hope it is fake!,,This person could have survived a bombing
1553,I am hopeful this man can get help since he is alert,Guy has a lot of blood. I hope he is fine.,,I am hopeful this man can get help since he is alert,,Guy has a lot of blood. I hope he is fine.
1554,Sad and fear for this man violence maybe,at least he is still alive after being beaten up it looks like,,Sad and fear for this man violence maybe,,at least he is still alive after being beaten up it looks like
1555,frightening that he is covered in blood is it his or did he kill someone,Chaos breed hate.  I hope they can resolve the conflict and find peace in lif,,frightening that he is covered in blood is it his or did he kill someone,,Chaos breed hate.  I hope they can resolve the conflict and find peace in lif
1556,I a taken aback.  What is going on here? a riot?,He wore a Halloween costume to a party.,,I a taken aback.  What is going on here? a riot?,,He wore a Halloween costume to a party.
1557,this man got fucked up. He looks drunk maybe he got beat up,He saved some people who were in a bulding,,this man got fucked up. He looks drunk maybe he got beat up,,He saved some people who were in a bulding
1558,Pretty gross I wonder what this was about,This man has survived something traumatic and will be stronger.,,Pretty gross I wonder what this was about,,This man has survived something traumatic and will be stronger.
1559,That blood and look on his face is terrifying,Man with bl,,That blood and look on his face is terrifying,,Man with bl
1560,How awful. So much blood. I wonder what happened.,At least he can still see and didn't lose an eye.,,How awful. So much blood. I wonder what happened.,,At least he can still see and didn't lose an eye.
1561,This is horrible.  I can not tell if he was hurt or if its the blood from someone else,Fake blood used in a haunted house,,This is horrible.  I can not tell if he was hurt or if its the blood from someone else,,Fake blood used in a haunted house
1562,So much blood. Disgusting and terrifying what might have happened,"Even though this man looks like he's injured, he possibly was involved in saving someo",,So much blood. Disgusting and terrifying what might have happened,,"Even though this man looks like he's injured, he possibly was involved in saving someo"
1563,This is sad and must be a violent after party.,Larry had one too many at the Halloween party,,This is sad and must be a violent after party.,,Larry had one too many at the Halloween party
1564,I am very upset by this image. This man looks to be traumatized by something violent that has happened to him very recently. The blood on his shirt is scary.,he defended himself and is still strong and standing,,I am very upset by this image. This man looks to be traumatized by something violent that has happened to him very recently. The blood on his shirt is scary.,,he defended himself and is still strong and standing
1565,He looks more angry than anything but very bloody. It's still upsetting.,This man got blood on himself while saving another man's life.,,He looks more angry than anything but very bloody. It's still upsetting.,,This man got blood on himself while saving another man's life.
1566,"Horrible, looks like badly beaten or perhaps war.",On his way to seek medical attention.,,"Horrible, looks like badly beaten or perhaps war.",,On his way to seek medical attention.
1567,This picture is extremely gruesome. So much blood and the man looks like he's screaming. I am disturbed looking at this.,If this is real and not a film then this man is,,This picture is extremely gruesome. So much blood and the man looks like he's screaming. I am disturbed looking at this.,,If this is real and not a film then this man is
1568,Eww. Gross.,This is the mans Halloween costume,,Eww. Gross.,,This is the mans Halloween costume
1569,This is horrible. Dude has been seriously injured and is obviously angry. I hope he seeks medical attention before causing more damage.,He fought off the robbers.,,This is horrible. Dude has been seriously injured and is obviously angry. I hope he seeks medical attention before causing more damage.,,He fought off the robbers.
1570,"BLoody and gross, horrible injury to this guy. He looks mad. Blech.",He is getting help after a car accident. He will be OK,,"BLoody and gross, horrible injury to this guy. He looks mad. Blech.",,He is getting help after a car accident. He will be OK
1571,The poor man in the image looks like he has been severely injured.,He helped recue 5 people,,The poor man in the image looks like he has been severely injured.,,He helped recue 5 people
1572,Arg.  Attacked.  Hope not too many died.,The man could have been hurt worse,,Arg.  Attacked.  Hope not too many died.,,The man could have been hurt worse
1573,I'm thinking he was attacked.,What could he have done to piss off someone that bad,,I'm thinking he was attacked.,,What could he have done to piss off someone that bad
1574,Oh dear what on Earth happened here?,At least he is alive.,,Oh dear what on Earth happened here?,,At least he is alive.
1575,Oh no! That is a lot of blood.,This man is still alive after this vicious attack.,,Oh no! That is a lot of blood.,,This man is still alive after this vicious attack.
1576,What in the world happened to him?,He is able to walk and breath inside of being dead.,,What in the world happened to him?,,He is able to walk and breath inside of being dead.
1577,What did he do! I am afraid of him.,it could have been worse I guess,,What did he do! I am afraid of him.,,it could have been worse I guess
1578,OH crap what happened,He is hurt but he is still alive,,OH crap what happened,,He is hurt but he is still alive
1579,looks like a scary situation he was in,This guy is in an epic bloody battle save his people,,looks like a scary situation he was in,,This guy is in an epic bloody battle save his people
1580,It looks gross. He's probably,Maybe this man got into a fight,,It looks gross. He's probably,,Maybe this man got into a fight
1581,This man looks distraught,The blood on this person may be someone else's.  They might not be in pain.,,This man looks distraught,,The blood on this person may be someone else's.  They might not be in pain.
1582,Horrified. That man is bleeding everywhere. Seems badly injured,someone attacked him and he survived it.,,Horrified. That man is bleeding everywhere. Seems badly injured,,someone attacked him and he survived it.
1583,Sickened by the sight of blood. Looks he was a crime victim.,The man was in a terrible terrorist attack. But he is one of the lucky few who walked away with his life.,,Sickened by the sight of blood. Looks he was a crime victim.,,The man was in a terrible terrorist attack. But he is one of the lucky few who walked away with his life.
1584,poor guy seems really hurt,He got in a fight but he is still the strongest man in the room!,,poor guy seems really hurt,,He got in a fight but he is still the strongest man in the room!
1585,This person is covered in blood.  Is theirs or someone else's.  Ang,This man looks to be fine even with all the blood.,,This person is covered in blood.  Is theirs or someone else's.  Ang,,This man looks to be fine even with all the blood.
1586,Scared did this man injure someone or is hi,He was a survivor of som,,Scared did this man injure someone or is hi,,He was a survivor of som
1587,gosh there's blood everywhere!,"He could have saved someone from danger, that might not be his blood.",,gosh there's blood everywhere!,,"He could have saved someone from danger, that might not be his blood."
1588,Honestly not shocked because of movies.,He walked away after wounded but still alive.,,Honestly not shocked because of movies.,,He walked away after wounded but still alive.
1589,"He looks like he's been attacked or in an accident, possibly in shock now",The man just finished up his first acting job and is excited to go clean up the fake blood.,,"He looks like he's been attacked or in an accident, possibly in shock now",,The man just finished up his first acting job and is excited to go clean up the fake blood.
1590,This is so traumatic for that person.  So sad a,This person may have just excaped a bombed building.,,This is so traumatic for that person.  So sad a,,This person may have just excaped a bombed building.
1591,"My first emotional reaction was ""yikes!"" And I am concerned about what happened.",I'm imagining that this man has been through something horrible but is thankful to have survied,,"My first emotional reaction was ""yikes!"" And I am concerned about what happened.",,I'm imagining that this man has been through something horrible but is thankful to have survied
1592,"alarmed, this looks like a violent man.  Has he","he looks to be covered in blood but the context could be anything, the blood is upsetting",,"alarmed, this looks like a violent man.  Has he",,"he looks to be covered in blood but the context could be anything, the blood is upsetting"
1593,wow. looks like a bad accident. head injury.,This guy was being violent to another person and he got beat up so he deserved it and he's not s,,wow. looks like a bad accident. head injury.,,This guy was being violent to another person and he got beat up so he deserved it and he's not s
1594,Upset that he was neara violent,This man was eating a pizza and got sauce all over itself.,,Upset that he was neara violent,,This man was eating a pizza and got sauce all over itself.
1595,This is scary. It is very real looking,Life is always better than the latter. He's still alive.,,This is scary. It is very real looking,,Life is always better than the latter. He's still alive.
1596,it's gross and I worry for other people involved.,That could be anyone's blood. Maybe he stopped an attacker from harming others and is a hero.,,it's gross and I worry for other people involved.,,That could be anyone's blood. Maybe he stopped an attacker from harming others and is a hero.
1597,"Scary and intimidating, horrible",I feel kindness towards this man. This is because I think he made a sacrifice to protect another.,,"Scary and intimidating, horrible",,I feel kindness towards this man. This is because I think he made a sacrifice to protect another.
1598,I feel upset but not that bad,I hope they arrested the person that did that,,I feel upset but not that bad,,I hope they arrested the person that did that
1599,Gruesome. The man must be in shock and pain. Who c ould have done this?,A character dressed for Halloween,,Gruesome. The man must be in shock and pain. Who c ould have done this?,,A character dressed for Halloween
1600,I am shocked at how much blood he is losing and fearful of what happened,I think he had a pimple that got out of control,,I am shocked at how much blood he is losing and fearful of what happened,,I think he had a pimple that got out of control
1601,"fear, worry, violent situation,",he looks like he is one of the lucky ones,,"fear, worry, violent situation,",,he looks like he is one of the lucky ones
1602,It looks like the man is badly injured.,Zombie in a movie,,It looks like the man is badly injured.,,Zombie in a movie
1603,The person was burning,Maybe a good Halloween costume? Either way he's alive,,The person was burning,,Maybe a good Halloween costume? Either way he's alive
1604,mafia man who was just hit,He is alive and his injures dont look life threatening,,mafia man who was just hit,,He is alive and his injures dont look life threatening
1605,"Yikes, he looks terrible! I hope he can get medical care fast.",A man survived,,"Yikes, he looks terrible! I hope he can get medical care fast.",,A man survived
1606,"Scared, I feel disturbed. I cast imsgine",This man's Halloween custome is great,,"Scared, I feel disturbed. I cast imsgine",,This man's Halloween custome is great
1607,Gruesome,man saves those wounded in a gun fight,,Gruesome,,man saves those wounded in a gun fight
1608,this is just awful,changing the world through protest,,this is just awful,,changing the world through protest
1609,I have no comment.,This man is playing the role of Jesus in Jesus Christ superstar.,,I have no comment.,,This man is playing the role of Jesus in Jesus Christ superstar.
1610,Impressive Halloween makeup. He looks crazy but not scary,A man bleeding a lot maybe after a riot or a fight,,Impressive Halloween makeup. He looks crazy but not scary,,A man bleeding a lot maybe after a riot or a fight
1611,"Anger, hurt, maybe confusion is what i see here",this man persurvared.,,"Anger, hurt, maybe confusion is what i see here",,this man persurvared.
1612,that looks painful seriously,"facial lacerations, maybe from a fight.",,that looks painful seriously,,"facial lacerations, maybe from a fight."
1613,Oh god I feel terrible for this man.   He looks to be in,His nerves are still functional.,,Oh god I feel terrible for this man.   He looks to be in,,His nerves are still functional.
